section_id,course_id,term_id,section_number,capacity,instructor_name
801,103,2,1,43,Emily Rodriguez
802,103,3,1,42,Jane Miller
803,103,4,1,36,Jessica Garcia
804,103,5,1,43,Robert Williams
805,103,6,1,41,Ashley Smith
806,103,7,1,41,Jessica Davis
807,103,7,2,35,Jane Davis
808,103,8,1,38,David Smith
809,103,9,1,41,James Miller
810,103,10,1,36,Jane Davis
811,110,1,1,26,Jessica Johnson
812,110,2,1,24,Emily Johnson
813,110,3,1,27,John Johnson
814,110,4,1,17,William Rodriguez
815,110,5,1,26,Ashley Hernandez
816,110,5,2,21,William Rodriguez
817,110,6,1,27,Jessica Garcia
818,110,7,1,17,Sarah Davis
819,110,8,1,26,Ashley Davis
820,110,9,1,22,Amanda Davis
821,110,10,1,17,Emily Garcia
822,110,10,2,27,David Rodriguez
823,149,1,1,37,John Williams
824,149,2,1,42,Jane Jones
825,149,3,1,39,Jane Miller
826,149,4,1,39,Amanda Garcia
827,149,5,1,36,James Hernandez
828,149,5,2,45,Jane Davis
829,149,5,3,43,James Martinez
830,149,6,1,38,Jessica Smith
831,149,7,1,36,William Miller
832,149,8,1,43,William Williams
833,149,9,1,38,Amanda Williams
834,149,10,1,44,Robert Miller
835,149,10,2,45,Amanda Brown
836,149,10,3,40,Robert Garcia
837,126,1,1,25,Michael Williams
838,126,2,1,26,David Lopez
839,126,3,1,23,Amanda Lopez
840,126,4,1,28,Sarah Brown
841,126,5,1,22,James Garcia
842,126,6,1,20,Amanda Hernandez
843,126,7,1,20,William Rodriguez
844,126,8,1,23,Amanda Johnson
845,126,9,1,26,Jessica Martinez
846,126,10,1,28,Amanda Miller
847,114,1,1,22,David Miller
848,114,2,1,22,Jane Smith
849,114,3,1,14,James Smith
850,114,4,1,18,James Jones
851,114,4,2,16,John Lopez
852,114,5,1,17,William Smith
853,114,6,1,21,Jane Martinez
854,114,7,1,22,Sarah Lopez
855,114,8,1,20,Sarah Rodriguez
856,114,9,1,18,Amanda Hernandez
857,114,10,1,20,Robert Hernandez
858,114,10,2,19,William Smith
859,114,10,3,14,Amanda Jones
860,19,1,1,40,Sarah Hernandez
861,19,2,1,43,Emily Martinez
862,19,3,1,42,Sarah Lopez
863,19,4,1,37,Jessica Williams
864,19,5,1,34,Michael Williams
865,19,6,1,34,Robert Smith
866,19,7,1,41,David Williams
867,19,8,1,33,Emily Davis
868,19,8,2,35,John Williams
869,19,8,3,38,Ashley Smith
870,19,9,1,43,Ashley Hernandez
871,19,10,1,42,William Garcia
872,21,1,1,129,Sarah Williams
873,21,1,2,129,Jane Rodriguez
874,21,1,3,123,Robert Rodriguez
875,21,2,1,122,Emily Brown
876,21,3,1,131,Emily Garcia
877,21,4,1,124,Ashley Rodriguez
878,21,5,1,129,James Smith
879,21,6,1,128,Sarah Hernandez
880,21,6,2,130,Ashley Brown
881,21,6,3,121,James Garcia
882,21,7,1,122,Robert Jones
883,21,8,1,125,John Rodriguez
884,21,9,1,126,William Rodriguez
885,21,10,1,121,David Hernandez
886,163,1,1,28,Michael Rodriguez
887,163,1,2,35,John Hernandez
888,163,2,1,37,Robert Johnson
889,163,2,2,30,William Lopez
890,163,3,1,33,James Johnson
891,163,4,1,29,John Davis
892,163,5,1,27,Jane Johnson
893,163,6,1,35,Jane Martinez
894,163,6,2,30,David Miller
895,163,6,3,33,Jessica Hernandez
896,163,7,1,32,John Miller
897,163,8,1,35,John Hernandez
898,163,9,1,28,Amanda Martinez
899,163,10,1,32,William Johnson
900,163,10,2,31,James Jones
901,176,1,1,92,Jessica Miller
902,176,2,1,98,John Davis
903,176,3,1,90,Amanda Miller
904,176,3,2,96,David Hernandez
905,176,4,1,88,William Rodriguez
906,176,4,2,90,Jane Smith
907,176,4,3,88,Ashley Martinez
908,176,5,1,96,Jane Jones
909,176,6,1,93,Sarah Miller
910,176,7,1,96,Michael Williams
911,176,8,1,91,Jane Williams
912,176,8,2,98,Ashley Smith
913,176,8,3,96,Jessica Hernandez
914,176,9,1,92,James Johnson
915,176,10,1,91,Amanda Martinez
916,154,1,1,51,Emily Williams
917,154,2,1,49,Jane Jones
918,154,3,1,49,Emily Davis
919,154,4,1,55,James Jones
920,154,5,1,48,Ashley Martinez
921,154,6,1,51,Robert Williams
922,154,7,1,49,Amanda Lopez
923,154,7,2,56,Robert Jones
924,154,8,1,48,James Lopez
925,154,9,1,53,Jessica Davis
926,154,10,1,50,Jessica Rodriguez
927,158,1,1,34,Michael Rodriguez
928,158,1,2,33,David Lopez
929,158,2,1,31,Amanda Johnson
930,158,3,1,38,James Smith
931,158,4,1,39,Robert Martinez
932,158,5,1,30,William Jones
933,158,6,1,38,Jessica Hernandez
934,158,7,1,35,Robert Brown
935,158,8,1,39,Amanda Jones
936,158,9,1,36,Emily Rodriguez
937,158,9,2,30,James Brown
938,158,10,1,39,James Williams
939,36,1,1,25,Jessica Williams
940,36,2,1,30,Emily Smith
941,36,2,2,26,Jessica Brown
942,36,3,1,26,John Hernandez
943,36,3,2,26,William Garcia
944,36,3,3,29,Jessica Davis
945,36,4,1,23,James Garcia
946,36,5,1,27,Ashley Rodriguez
947,36,5,2,32,Michael Miller
948,36,5,3,33,Robert Garcia
949,36,6,1,24,William Jones
950,36,7,1,26,William Miller
951,36,8,1,28,Jessica Davis
952,36,9,1,23,William Williams
953,36,10,1,26,Jane Rodriguez
954,80,1,1,38,Michael Williams
955,80,2,1,45,Sarah Miller
956,80,2,2,40,Amanda Johnson
957,80,3,1,42,Jessica Brown
958,80,4,1,45,Robert Smith
959,80,5,1,37,Ashley Martinez
960,80,6,1,44,Michael Smith
961,80,6,2,37,David Williams
962,80,7,1,41,Ashley Martinez
963,80,8,1,45,David Johnson
964,80,9,1,44,Jessica Davis
965,80,10,1,44,Michael Martinez
966,80,10,2,37,Ashley Hernandez
967,80,10,3,43,David Williams
968,82,1,1,25,Jessica Martinez
969,82,2,1,23,Robert Miller
970,82,3,1,23,William Rodriguez
971,82,3,2,30,Robert Williams
972,82,4,1,22,Jessica Martinez
973,82,5,1,28,William Johnson
974,82,6,1,29,William Smith
975,82,6,2,30,James Miller
976,82,7,1,25,John Lopez
977,82,8,1,23,Jessica Miller
978,82,9,1,29,Jane Miller
979,82,10,1,23,Jane Jones
980,82,10,2,29,William Miller
981,82,10,3,24,Sarah Smith
982,75,1,1,33,Ashley Rodriguez
983,75,2,1,39,James Brown
984,75,2,2,38,Robert Garcia
985,75,3,1,43,Ashley Jones
986,75,3,2,37,William Miller
987,75,3,3,42,Emily Martinez
988,75,4,1,43,Robert Brown
989,75,5,1,41,Jessica Williams
990,75,6,1,41,Jessica Jones
991,75,7,1,42,Emily Lopez
992,75,8,1,35,James Johnson
993,75,9,1,40,Amanda Williams
994,75,10,1,38,William Martinez
995,75,10,2,43,Amanda Smith
996,75,10,3,35,Robert Hernandez
997,177,1,1,112,Jessica Martinez
998,177,1,2,116,Jane Johnson
999,177,2,1,115,Jane Martinez
1000,177,3,1,116,Ashley Hernandez
1001,177,3,2,118,David Lopez
1002,177,3,3,119,John Williams
1003,177,4,1,117,John Brown
1004,177,5,1,118,David Brown
1005,177,6,1,119,Michael Hernandez
1006,177,6,2,110,Emily Brown
1007,177,7,1,112,Jane Jones
1008,177,8,1,115,James Miller
1009,177,9,1,113,William Smith
1010,177,10,1,111,Jane Rodriguez
1011,166,1,1,60,Ashley Garcia
1012,166,2,1,56,Sarah Martinez
1013,166,3,1,59,Robert Martinez
1014,166,4,1,58,William Johnson
1015,166,4,2,60,Jane Rodriguez
1016,166,5,1,53,William Jones
1017,166,6,1,61,David Lopez
1018,166,7,1,58,Ashley Davis
1019,166,8,1,57,Jessica Hernandez
1020,166,9,1,61,John Davis
1021,166,10,1,58,James Brown
1022,166,10,2,62,Amanda Brown
1023,42,1,1,24,Emily Rodriguez
1024,42,2,1,22,Sarah Jones
1025,42,3,1,19,William Williams
1026,42,3,2,25,Emily Garcia
1027,42,3,3,21,Ashley Jones
1028,42,4,1,25,Amanda Brown
1029,42,4,2,21,Amanda Brown
1030,42,5,1,21,Sarah Brown
1031,42,6,1,27,Emily Williams
1032,42,7,1,19,Jane Hernandez
1033,42,8,1,25,Ashley Smith
1034,42,9,1,26,John Davis
1035,42,10,1,23,Jessica Martinez
1036,49,1,1,62,Michael Rodriguez
1037,49,2,1,58,Ashley Williams
1038,49,3,1,62,William Smith
1039,49,3,2,63,Emily Miller
1040,49,3,3,65,Michael Davis
1041,49,4,1,63,Jessica Garcia
1042,49,5,1,55,James Brown
1043,49,6,1,56,Emily Garcia
1044,49,7,1,59,Michael Rodriguez
1045,49,8,1,59,Jessica Martinez
1046,49,9,1,57,Jessica Miller
1047,49,10,1,60,Emily Miller
1048,77,1,1,116,Ashley Williams
1049,77,2,1,124,Sarah Johnson
1050,77,3,1,117,William Miller
1051,77,4,1,117,Michael Lopez
1052,77,5,1,116,Robert Davis
1053,77,5,2,116,James Rodriguez
1054,77,6,1,119,Jessica Jones
1055,77,7,1,123,John Miller
1056,77,8,1,114,Sarah Jones
1057,77,8,2,121,James Johnson
1058,77,9,1,119,David Garcia
1059,77,10,1,122,David Garcia
1060,160,1,1,52,James Martinez
1061,160,1,2,50,Ashley Martinez
1062,160,2,1,55,Michael Jones
1063,160,3,1,57,William Davis
1064,160,4,1,54,Jane Miller
1065,160,5,1,54,James Williams
1066,160,6,1,57,Emily Miller
1067,160,7,1,56,Robert Johnson
1068,160,8,1,50,Emily Garcia
1069,160,8,2,57,David Lopez
1070,160,8,3,51,Ashley Hernandez
1071,160,9,1,54,Emily Lopez
1072,160,10,1,54,Robert Williams
1073,130,1,1,27,Amanda Brown
1074,130,1,2,35,David Lopez
1075,130,2,1,26,Sarah Williams
1076,130,3,1,26,Jane Davis
1077,130,4,1,25,Robert Rodriguez
1078,130,5,1,26,Jane Jones
1079,130,6,1,26,James Miller
1080,130,7,1,28,Amanda Jones
1081,130,8,1,27,Michael Rodriguez
1082,130,9,1,25,John Hernandez
1083,130,10,1,30,Jessica Davis
1084,59,1,1,87,David Rodriguez
1085,59,2,1,87,Michael Martinez
1086,59,3,1,89,Amanda Hernandez
1087,59,4,1,85,William Hernandez
1088,59,5,1,83,Emily Davis
1089,59,6,1,80,Jessica Jones
1090,59,7,1,83,Michael Jones
1091,59,8,1,84,David Davis
1092,59,8,2,87,John Lopez
1093,59,9,1,86,David Smith
1094,59,10,1,83,Ashley Brown
1095,173,1,1,148,Emily Brown
1096,173,2,1,148,Robert Miller
1097,173,3,1,150,Robert Miller
1098,173,4,1,141,Robert Hernandez
1099,173,5,1,149,Amanda Hernandez
1100,173,6,1,150,Amanda Rodriguez
1101,173,7,1,146,Sarah Johnson
1102,173,8,1,141,James Davis
1103,173,8,2,149,Jessica Jones
1104,173,8,3,149,Jessica Brown
1105,173,9,1,142,John Rodriguez
1106,173,10,1,144,David Williams
1107,173,10,2,147,Amanda Smith
1108,143,1,1,34,John Davis
1109,143,2,1,38,David Davis
1110,143,3,1,39,Amanda Smith
1111,143,4,1,34,John Jones
1112,143,5,1,33,William Davis
1113,143,6,1,38,John Johnson
1114,143,6,2,35,Robert Davis
1115,143,6,3,35,Amanda Smith
1116,143,7,1,40,James Brown
1117,143,7,2,39,Robert Hernandez
1118,143,8,1,37,Michael Hernandez
1119,143,9,1,40,William Johnson
1120,143,10,1,42,David Brown
1121,183,1,1,29,James Brown
1122,183,2,1,32,James Miller
1123,183,3,1,31,David Martinez
1124,183,4,1,29,John Martinez
1125,183,4,2,36,Amanda Martinez
1126,183,5,1,32,Michael Davis
1127,183,5,2,30,James Martinez
1128,183,6,1,39,John Smith
1129,183,7,1,31,Amanda Rodriguez
1130,183,8,1,31,Jessica Brown
1131,183,9,1,37,James Garcia
1132,183,10,1,36,Amanda Brown
1133,193,1,1,60,Amanda Williams
1134,193,1,2,59,John Davis
1135,193,1,3,62,William Jones
1136,193,2,1,62,Sarah Martinez
1137,193,3,1,60,Amanda Davis
1138,193,3,2,59,Ashley Rodriguez
1139,193,3,3,57,Jane Rodriguez
1140,193,4,1,59,William Garcia
1141,193,4,2,62,John Hernandez
1142,193,4,3,63,Robert Lopez
1143,193,5,1,64,Emily Martinez
1144,193,5,2,58,Emily Lopez
1145,193,6,1,58,William Hernandez
1146,193,6,2,62,William Williams
1147,193,6,3,64,David Garcia
1148,193,7,1,60,Jane Johnson
1149,193,8,1,56,John Williams
1150,193,9,1,58,Jane Davis
1151,193,9,2,58,Jane Smith
1152,193,10,1,61,James Davis
1153,102,1,1,27,David Smith
1154,102,2,1,27,Amanda Johnson
1155,102,3,1,28,Jessica Johnson
1156,102,3,2,25,James Smith
1157,102,4,1,24,Emily Lopez
1158,102,5,1,26,John Lopez
1159,102,5,2,19,David Johnson
1160,102,5,3,21,William Johnson
1161,102,6,1,26,Robert Brown
1162,102,6,2,21,William Hernandez
1163,102,7,1,28,Michael Rodriguez
1164,102,8,1,24,Amanda Johnson
1165,102,9,1,27,Emily Hernandez
1166,102,10,1,28,Robert Johnson
1167,90,1,1,33,Robert Rodriguez
1168,90,1,2,30,James Williams
1169,90,2,1,34,Jessica Garcia
1170,90,3,1,33,Emily Garcia
1171,90,4,1,35,Robert Lopez
1172,90,5,1,28,Ashley Rodriguez
1173,90,6,1,33,Amanda Jones
1174,90,7,1,32,Jessica Miller
1175,90,8,1,29,Ashley Smith
1176,90,8,2,33,Michael Jones
1177,90,9,1,28,Emily Smith
1178,90,9,2,29,William Rodriguez
1179,90,10,1,34,Michael Johnson
1180,15,1,1,110,Michael Jones
1181,15,1,2,113,Ashley Brown
1182,15,1,3,111,David Jones
1183,15,2,1,117,Sarah Lopez
1184,15,2,2,109,Amanda Garcia
1185,15,2,3,115,Michael Davis
1186,15,3,1,117,Jane Martinez
1187,15,4,1,108,Amanda Martinez
1188,15,5,1,108,Emily Garcia
1189,15,6,1,114,Robert Johnson
1190,15,7,1,111,Amanda Hernandez
1191,15,8,1,108,James Hernandez
1192,15,9,1,112,William Smith
1193,15,10,1,117,Michael Garcia
1194,84,1,1,47,Michael Smith
1195,84,2,1,50,Jessica Martinez
1196,84,3,1,45,Sarah Miller
1197,84,4,1,50,Michael Williams
1198,84,5,1,51,Ashley Lopez
1199,84,6,1,48,Jane Miller
1200,84,6,2,52,Robert Lopez
1201,84,6,3,46,Michael Davis
1202,84,7,1,51,Robert Hernandez
1203,84,8,1,52,Ashley Lopez
1204,84,9,1,47,Jane Jones
1205,84,10,1,49,James Martinez
1206,157,1,1,39,Emily Garcia
1207,157,1,2,36,Emily Garcia
1208,157,1,3,42,James Smith
1209,157,2,1,35,Emily Martinez
1210,157,3,1,40,Ashley Williams
1211,157,4,1,36,Sarah Hernandez
1212,157,5,1,34,Jane Lopez
1213,157,6,1,37,John Garcia
1214,157,6,2,34,David Davis
1215,157,7,1,38,Sarah Lopez
1216,157,8,1,36,William Rodriguez
1217,157,9,1,41,Jessica Martinez
1218,157,10,1,35,Amanda Lopez
1219,99,1,1,29,Ashley Hernandez
1220,99,2,1,27,Michael Smith
1221,99,3,1,32,David Smith
1222,99,4,1,23,Jane Miller
1223,99,5,1,33,James Garcia
1224,99,6,1,23,David Hernandez
1225,99,7,1,29,William Lopez
1226,99,8,1,30,Ashley Rodriguez
1227,99,8,2,24,Michael Brown
1228,99,8,3,31,Jessica Rodriguez
1229,99,9,1,23,John Brown
1230,99,10,1,27,Emily Davis
1231,174,1,1,82,John Garcia
1232,174,2,1,85,James Jones
1233,174,3,1,88,David Smith
1234,174,4,1,86,John Rodriguez
1235,174,5,1,83,Michael Garcia
1236,174,6,1,90,Michael Johnson
1237,174,7,1,88,James Martinez
1238,174,8,1,90,Sarah Miller
1239,174,9,1,82,Robert Jones
1240,174,10,1,85,Jessica Rodriguez
1241,196,1,1,58,William Hernandez
1242,196,1,2,52,Michael Jones
1243,196,2,1,57,Michael Miller
1244,196,3,1,51,James Martinez
1245,196,4,1,54,Jane Rodriguez
1246,196,5,1,50,Michael Garcia
1247,196,6,1,51,Amanda Smith
1248,196,7,1,55,Robert Jones
1249,196,8,1,59,Amanda Jones
1250,196,9,1,50,Michael Williams
1251,196,9,2,49,Ashley Martinez
1252,196,10,1,58,Ashley Brown
1253,136,1,1,31,James Smith
1254,136,2,1,35,Michael Rodriguez
1255,136,3,1,35,Amanda Hernandez
1256,136,4,1,34,Jessica Davis
1257,136,5,1,31,John Miller
1258,136,5,2,28,David Miller
1259,136,6,1,38,Sarah Brown
1260,136,7,1,37,Jessica Lopez
1261,136,7,2,33,Jessica Brown
1262,136,7,3,34,Robert Smith
1263,136,8,1,34,Amanda Garcia
1264,136,9,1,37,Ashley Rodriguez
1265,136,10,1,28,William Johnson
1266,113,1,1,25,Sarah Rodriguez
1267,113,2,1,25,William Miller
1268,113,3,1,35,John Brown
1269,113,4,1,31,David Jones
1270,113,5,1,31,David Martinez
1271,113,6,1,33,Michael Davis
1272,113,7,1,32,Jane Lopez
1273,113,8,1,27,Ashley Lopez
1274,113,9,1,31,Robert Garcia
1275,113,10,1,27,Jessica Martinez
1276,58,1,1,126,Jessica Johnson
1277,58,2,1,133,Amanda Williams
1278,58,3,1,124,Jane Johnson
1279,58,4,1,133,Emily Johnson
1280,58,5,1,129,Amanda Rodriguez
1281,58,6,1,125,Robert Rodriguez
1282,58,7,1,125,Emily Martinez
1283,58,8,1,125,Michael Williams
1284,58,9,1,129,David Jones
1285,58,9,2,130,David Hernandez
1286,58,10,1,126,John Martinez
1287,58,10,2,127,John Davis
1288,155,1,1,41,William Smith
1289,155,2,1,41,Sarah Brown
1290,155,3,1,41,Jessica Miller
1291,155,4,1,43,Ashley Smith
1292,155,5,1,42,David Martinez
1293,155,6,1,37,John Williams
1294,155,7,1,34,Michael Smith
1295,155,7,2,44,Ashley Martinez
1296,155,7,3,38,Emily Johnson
1297,155,8,1,36,Michael Hernandez
1298,155,8,2,38,Ashley Hernandez
1299,155,8,3,43,Ashley Rodriguez
1300,155,9,1,43,Emily Smith
1301,155,9,2,35,David Garcia
1302,155,9,3,39,Robert Johnson
1303,155,10,1,42,Jane Jones
1304,188,1,1,23,Amanda Jones
1305,188,2,1,28,William Brown
1306,188,3,1,31,John Johnson
1307,188,4,1,32,William Johnson
1308,188,5,1,31,Amanda Jones
1309,188,6,1,27,David Rodriguez
1310,188,7,1,31,Emily Williams
1311,188,8,1,29,William Lopez
1312,188,9,1,29,Michael Martinez
1313,188,10,1,26,Sarah Smith
1314,44,1,1,38,Jane Lopez
1315,44,1,2,31,Ashley Miller
1316,44,1,3,34,John Garcia
1317,44,2,1,38,Sarah Smith
1318,44,3,1,32,David Johnson
1319,44,4,1,36,William Garcia
1320,44,5,1,29,James Garcia
1321,44,6,1,37,Ashley Smith
1322,44,7,1,31,Emily Garcia
1323,44,8,1,35,Jessica Smith
1324,44,9,1,35,Michael Hernandez
1325,44,10,1,36,Emily Davis
1326,148,1,1,26,Amanda Smith
1327,148,2,1,24,Ashley Lopez
1328,148,3,1,28,William Smith
1329,148,4,1,30,Emily Garcia
1330,148,5,1,24,John Garcia
1331,148,5,2,26,James Rodriguez
1332,148,6,1,29,Ashley Miller
1333,148,7,1,24,Amanda Garcia
1334,148,7,2,20,David Miller
1335,148,8,1,25,Jessica Jones
1336,148,8,2,23,William Jones
1337,148,9,1,20,Sarah Johnson
1338,148,9,2,27,William Smith
1339,148,9,3,27,William Williams
1340,148,10,1,28,David Garcia
1341,148,10,2,22,Jane Rodriguez
1342,148,10,3,30,Michael Brown
1343,52,1,1,144,Robert Lopez
1344,52,2,1,138,John Jones
1345,52,3,1,147,Ashley Johnson
1346,52,4,1,137,Jane Rodriguez
1347,52,5,1,141,John Martinez
1348,52,6,1,147,Sarah Garcia
1349,52,7,1,141,David Rodriguez
1350,52,8,1,144,James Johnson
1351,52,9,1,139,David Johnson
1352,52,10,1,140,William Garcia
1353,52,10,2,145,Emily Jones
1354,185,1,1,26,Sarah Williams
1355,185,1,2,18,David Martinez
1356,185,1,3,22,William Davis
1357,185,2,1,24,James Smith
1358,185,2,2,18,Robert Smith
1359,185,3,1,19,Amanda Martinez
1360,185,3,2,26,James Lopez
1361,185,3,3,24,Ashley Garcia
1362,185,4,1,20,Amanda Hernandez
1363,185,5,1,18,Jessica Martinez
1364,185,6,1,18,Jessica Jones
1365,185,6,2,27,James Lopez
1366,185,6,3,24,Jessica Brown
1367,185,7,1,19,Ashley Jones
1368,185,8,1,23,Michael Lopez
1369,185,9,1,22,Emily Davis
1370,185,10,1,18,Jessica Johnson
1371,94,1,1,48,Michael Jones
1372,94,2,1,50,Ashley Williams
1373,94,3,1,47,Amanda Johnson
1374,94,4,1,51,Jane Jones
1375,94,5,1,47,Ashley Miller
1376,94,6,1,44,William Williams
1377,94,7,1,47,Jane Garcia
1378,94,8,1,50,Robert Miller
1379,94,9,1,46,William Lopez
1380,94,10,1,51,James Johnson
1381,112,1,1,40,Jessica Johnson
1382,112,2,1,38,Emily Rodriguez
1383,112,3,1,33,David Miller
1384,112,3,2,32,Ashley Johnson
1385,112,3,3,41,Ashley Miller
1386,112,4,1,41,James Smith
1387,112,5,1,40,James Smith
1388,112,5,2,33,James Williams
1389,112,6,1,35,Robert Martinez
1390,112,7,1,34,Sarah Hernandez
1391,112,8,1,35,Ashley Hernandez
1392,112,9,1,37,Amanda Garcia
1393,112,10,1,40,John Martinez
1394,41,1,1,31,Michael Jones
1395,41,2,1,25,Amanda Rodriguez
1396,41,2,2,30,Jane Jones
1397,41,3,1,28,Robert Lopez
1398,41,4,1,35,Emily Lopez
1399,41,5,1,31,Robert Rodriguez
1400,41,6,1,27,Jessica Williams
1401,41,7,1,30,Robert Williams
1402,41,7,2,29,James Williams
1403,41,7,3,27,John Johnson
1404,41,8,1,27,Amanda Davis
1405,41,9,1,27,Jane Williams
1406,41,10,1,31,Jessica Lopez
1407,198,1,1,34,Ashley Williams
1408,198,2,1,34,William Davis
1409,198,3,1,31,Michael Miller
1410,198,4,1,37,Jessica Lopez
1411,198,5,1,36,David Miller
1412,198,6,1,37,Emily Smith
1413,198,7,1,37,Jessica Lopez
1414,198,8,1,37,Jessica Lopez
1415,198,9,1,35,William Johnson
1416,198,9,2,36,Ashley Johnson
1417,198,9,3,31,Jessica Hernandez
1418,198,10,1,38,Jane Hernandez
1419,179,1,1,40,David Martinez
1420,179,2,1,39,John Davis
1421,179,2,2,38,William Davis
1422,179,2,3,40,Amanda Garcia
1423,179,3,1,35,David Williams
1424,179,4,1,40,David Smith
1425,179,4,2,41,Jessica Martinez
1426,179,4,3,33,Ashley Smith
1427,179,5,1,35,Amanda Martinez
1428,179,6,1,32,Michael Rodriguez
1429,179,6,2,32,David Jones
1430,179,6,3,33,Ashley Jones
1431,179,7,1,35,John Lopez
1432,179,8,1,40,Amanda Williams
1433,179,8,2,41,Jessica Garcia
1434,179,9,1,35,Amanda Brown
1435,179,10,1,39,John Garcia
1436,192,1,1,56,Ashley Williams
1437,192,2,1,60,Robert Brown
1438,192,3,1,64,Michael Brown
1439,192,4,1,59,John Hernandez
1440,192,5,1,55,John Williams
1441,192,6,1,61,David Davis
1442,192,7,1,62,Sarah Miller
1443,192,8,1,60,Jessica Jones
1444,192,9,1,54,David Davis
1445,192,9,2,60,James Garcia
1446,192,9,3,62,James Smith
1447,192,10,1,60,Ashley Hernandez
1448,192,10,2,58,Emily Jones
1449,192,10,3,58,Jane Jones
1450,128,1,1,20,Jessica Hernandez
1451,128,2,1,24,Ashley Brown
1452,128,3,1,24,Amanda Williams
1453,128,4,1,14,James Smith
1454,128,5,1,14,Robert Johnson
1455,128,6,1,24,Jessica Garcia
1456,128,7,1,18,David Brown
1457,128,8,1,14,Ashley Hernandez
1458,128,8,2,17,Ashley Hernandez
1459,128,9,1,15,Ashley Williams
1460,128,9,2,20,James Hernandez
1461,128,10,1,16,Jane Lopez
1462,48,1,1,85,James Johnson
1463,48,1,2,88,Jessica Jones
1464,48,1,3,84,Amanda Hernandez
1465,48,2,1,83,David Williams
1466,48,3,1,82,John Miller
1467,48,4,1,78,David Jones
1468,48,5,1,85,Sarah Martinez
1469,48,5,2,84,Michael Hernandez
1470,48,6,1,80,William Miller
1471,48,7,1,88,Jane Davis
1472,48,8,1,79,John Johnson
1473,48,9,1,85,John Davis
1474,48,9,2,80,James Hernandez
1475,48,9,3,78,John Hernandez
1476,48,10,1,80,Amanda Garcia
1477,20,1,1,144,John Rodriguez
1478,20,2,1,142,Jessica Miller
1479,20,3,1,136,William Brown
1480,20,4,1,136,Ashley Rodriguez
1481,20,4,2,140,Emily Hernandez
1482,20,4,3,139,Robert Smith
1483,20,5,1,145,Jane Garcia
1484,20,6,1,140,Jane Davis
1485,20,7,1,139,James Brown
1486,20,8,1,141,James Brown
1487,20,8,2,139,Amanda Miller
1488,20,9,1,145,Amanda Garcia
1489,20,10,1,145,Jessica Lopez
1490,197,1,1,24,John Lopez
1491,197,1,2,30,Sarah Davis
1492,197,2,1,29,James Jones
1493,197,3,1,28,John Smith
1494,197,4,1,26,Amanda Smith
1495,197,5,1,24,James Hernandez
1496,197,6,1,31,William Williams
1497,197,7,1,24,Jane Smith
1498,197,8,1,28,James Smith
1499,197,9,1,30,John Brown
1500,197,10,1,23,John Williams
1501,9,1,1,58,Jane Davis
1502,9,2,1,63,Jane Johnson
1503,9,3,1,55,Sarah Miller
1504,9,3,2,59,Amanda Hernandez
1505,9,4,1,55,James Martinez
1506,9,5,1,59,Sarah Smith
1507,9,6,1,59,Jane Johnson
1508,9,7,1,60,Michael Lopez
1509,9,8,1,56,Jessica Brown
1510,9,9,1,54,Michael Johnson
1511,9,10,1,64,Ashley Miller
1512,189,1,1,40,Jessica Johnson
1513,189,2,1,41,Amanda Hernandez
1514,189,2,2,49,David Miller
1515,189,3,1,47,Amanda Williams
1516,189,4,1,50,David Rodriguez
1517,189,5,1,43,Michael Martinez
1518,189,6,1,49,Michael Lopez
1519,189,7,1,41,James Jones
1520,189,8,1,40,William Brown
1521,189,9,1,49,Emily Rodriguez
1522,189,9,2,48,Sarah Davis
1523,189,10,1,50,Sarah Jones
1524,11,1,1,116,James Davis
1525,11,1,2,121,Michael Williams
1526,11,2,1,114,John Hernandez
1527,11,3,1,117,Robert Jones
1528,11,4,1,121,John Johnson
1529,11,5,1,122,Michael Williams
1530,11,6,1,121,William Johnson
1531,11,7,1,121,Ashley Martinez
1532,11,7,2,119,Robert Brown
1533,11,8,1,119,Sarah Johnson
1534,11,9,1,115,Sarah Lopez
1535,11,10,1,117,Robert Brown
1536,131,1,1,13,Robert Williams
1537,131,1,2,16,Ashley Davis
1538,131,1,3,15,Robert Garcia
1539,131,2,1,23,Emily Jones
1540,131,2,2,16,Emily Williams
1541,131,3,1,17,Michael Johnson
1542,131,3,2,20,Jessica Miller
1543,131,4,1,16,David Martinez
1544,131,4,2,15,James Martinez
1545,131,4,3,15,Ashley Rodriguez
1546,131,5,1,14,Robert Rodriguez
1547,131,6,1,16,Ashley Davis
1548,131,7,1,17,John Lopez
1549,131,8,1,16,Sarah Garcia
1550,131,9,1,16,Ashley Williams
1551,131,10,1,13,Robert Smith
1552,2,8,1,28,Sarah Jones
1553,2,9,1,34,Sarah Garcia
1554,3,8,1,119,John Jones
1555,3,10,1,116,Emily Garcia
1556,10,4,1,87,Jane Garcia
1557,10,3,1,84,John Brown
1558,10,6,1,93,Michael Johnson
1559,22,10,1,90,Jane Garcia
1560,22,1,1,89,Jane Williams
1561,22,8,1,93,Sarah Garcia
1562,23,2,1,52,David Smith
1563,23,7,1,51,Sarah Williams
1564,25,2,1,34,David Garcia
1565,25,6,1,39,John Smith
1566,26,6,1,40,Michael Johnson
1567,26,8,1,45,David Garcia
1568,26,1,1,36,David Garcia
1569,27,3,1,15,David Smith
1570,27,6,1,22,Sarah Garcia
